"Date","Price","Open","High","Low","Vol.","Change %"
"02/28/2022","123.34","120.31","124.61","119.20","124.67M","1.88%"
"02/25/2022","121.06","117.16","121.23","116.04","127.82M","3.82%"
"02/24/2022","116.61","104.56","116.96","104.26","142.96M","6.24%"
"02/23/2022","109.76","117.40","118.65","109.04","120.30M","-5.09%"
"02/22/2022","115.65","115.27","119.20","113.61","141.65M","1.60%"
"02/18/2022","113.83","113.90","115.64","109.89","114.32M","1.30%"
"02/17/2022","112.37","116.26","116.98","112.26","98.18M","-4.52%"
"02/16/2022","117.69","119.05","119.54","114.22","119.11M","-3.11%"
"02/15/2022","121.47","117.19","121.88","114.36","144.14M","6.30%"
"02/14/2022","114.27","115.51","118.37","113.46","135.15M","0.96%"
"02/11/2022","113.18","126.14","127.17","111.81","164.72M","-10.01%"
"02/10/2022","125.77","128.84","131.76","124.61","108.94M","-5.33%"
"02/09/2022","132.85","129.60","132.96","127.65","92.95M","3.60%"
"02/08/2022","128.23","122.38","128.71","122.05","84.90M","3.69%"
"02/07/2022","123.67","123.56","127.63","122.79","81.67M","0.06%"
"02/04/2022","123.60","120.34","124.96","118.58","86.21M","2.93%"
"02/03/2022","120.08","120.32","125.37","118.82","103.60M","-2.18%"
"02/02/2022","122.76","129.89","130.06","120.64","180.06M","5.12%"
"02/01/2022","116.78","116.75","117.26","112.73","122.47M","2.21%"
"01/31/2022","114.25","107.93","114.31","106.90","97.21M","8.56%"
"01/28/2022","105.24","101.55","105.40","99.35","98.75M","2.57%"
"01/27/2022","102.60","111.96","112.75","101.94","125.95M","-7.33%"
"01/26/2022","110.71","114.55","117.16","108.63","94.75M","-0.38%"
"01/25/2022","111.13","114.10","114.82","109.86","85.10M","-4.63%"
"01/24/2022","116.53","115.40","116.77","107.50","116.30M","-1.92%"
"01/21/2022","118.81","120.14","125.02","118.39","95.69M","-2.53%"
"01/20/2022","121.89","126.04","128.51","121.41","91.16M","-4.97%"
"01/19/2022","128.27","133.55","134.57","128.02","69.83M","-2.77%"
"01/18/2022","131.93","134.50","136.39","131.59","56.59M","-3.62%"
"01/14/2022","136.88","131.68","137.00","131.43","71.08M","3.12%"
"01/13/2022","132.74","139.44","141.25","131.81","76.62M","-3.44%"
"01/12/2022","137.47","138.59","140.57","135.77","69.67M","0.12%"
"01/11/2022","137.31","133.45","138.99","131.59","77.15M","4.02%"
"01/10/2022","132.00","129.08","132.42","125.03","84.67M","0.00%"
"01/07/2022","132.00","136.28","137.44","131.13","58.44M","-3.11%"
"01/06/2022","136.23","136.19","138.00","131.77","64.80M","0.06%"
"01/05/2022","136.15","142.82","143.76","135.29","65.40M","-5.73%"
"01/04/2022","144.42","151.01","152.42","140.70","80.20M","-3.87%"
"01/03/2022","150.24","145.13","151.65","145.02","59.48M","4.41%"
"12/31/2021","143.90","146.16","148.61","143.55","49.45M","-0.86%"
"12/30/2021","145.15","147.44","148.85","144.85","44.36M","-2.10%"
"12/29/2021","148.26","152.82","154.34","147.29","51.30M","-3.19%"
"12/28/2021","153.15","155.88","156.73","151.38","58.70M","-0.78%"
"12/27/2021","154.36","147.51","154.89","147.25","53.30M","5.62%"
"12/23/2021","146.14","143.89","149.02","143.85","48.65M","1.57%"
"12/22/2021","143.88","142.65","144.50","140.27","46.92M","-0.26%"
"12/21/2021","144.25","138.18","144.50","135.15","57.79M","6.22%"
"12/20/2021","135.80","135.97","138.26","133.52","38.20M","-1.42%"
"12/17/2021","137.75","136.30","142.04","136.11","55.69M","-0.64%"
"12/16/2021","138.64","147.00","147.93","137.02","63.37M","-5.37%"
"12/15/2021","146.50","135.11","146.69","133.81","72.43M","8.04%"
"12/14/2021","135.60","131.67","137.24","130.60","50.76M","1.35%"
"12/13/2021","133.80","138.25","139.40","133.41","42.17M","-3.43%"
"12/10/2021","138.55","141.29","141.37","135.82","42.22M","0.33%"
"12/09/2021","138.10","145.16","146.69","137.80","53.02M","-4.92%"
"12/08/2021","145.24","144.96","147.04","142.70","40.98M","0.27%"
"12/07/2021","144.85","143.90","145.76","141.00","53.36M","4.16%"
"12/06/2021","139.06","141.13","141.31","134.20","66.78M","-3.44%"
"12/03/2021","144.01","151.65","152.38","140.72","65.91M","-4.43%"
"12/02/2021","150.68","147.68","152.53","146.47","56.16M","1.05%"
"12/01/2021","149.11","160.37","160.88","148.92","64.19M","-5.85%"
"11/30/2021","158.37","163.28","164.46","155.68","75.18M","-2.19%"
"11/29/2021","161.91","157.50","162.51","156.10","57.44M","4.59%"
"11/26/2021","154.81","155.80","158.10","152.81","36.25M","-1.89%"
"11/24/2021","157.80","149.46","157.93","147.19","60.68M","5.26%"
"11/23/2021","149.92","150.41","152.66","145.30","62.85M","-1.70%"
"11/22/2021","152.52","157.14","161.88","152.39","58.67M","-1.86%"
"11/19/2021","155.41","155.76","156.92","153.45","41.67M","0.25%"
"11/18/2021","155.02","157.07","158.89","152.56","60.61M","2.43%"
"11/17/2021","151.34","151.98","154.66","149.69","54.53M","-0.73%"
"11/16/2021","152.45","145.93","153.08","145.34","53.10M","4.07%"
"11/15/2021","146.49","148.00","148.98","142.86","52.27M","-0.95%"
"11/12/2021","147.89","146.02","148.59","144.25","52.16M","1.29%"
"11/11/2021","146.01","142.96","146.47","140.84","67.94M","4.39%"
"11/10/2021","139.87","143.93","146.30","138.52","82.99M","-6.08%"
"11/09/2021","148.92","154.01","155.65","143.89","98.44M","-0.83%"
"11/08/2021","150.16","137.70","153.60","137.70","141.49M","10.14%"
"11/05/2021","136.34","139.18","141.22","134.42","64.92M","-0.84%"
"11/04/2021","137.50","132.01","139.00","130.77","84.83M","5.34%"
"11/03/2021","130.53","127.75","130.60","126.79","59.54M","2.27%"
"11/02/2021","127.63","124.98","128.46","124.20","53.49M","1.92%"
"11/01/2021","125.23","119.45","125.67","118.13","54.56M","4.16%"
"10/29/2021","120.23","120.95","122.57","119.88","43.32M","-0.77%"
"10/28/2021","121.16","122.86","123.50","120.26","58.00M","-0.92%"
"10/27/2021","122.28","121.63","128.08","121.05","98.25M","-0.53%"
"10/26/2021","122.93","122.99","127.20","122.58","59.46M","0.47%"
"10/25/2021","122.36","120.51","123.46","118.60","47.83M","2.12%"
"10/22/2021","119.82","120.82","121.56","118.37","38.99M","0.41%"
"10/21/2021","119.33","116.50","119.68","116.26","34.80M","2.53%"
"10/20/2021","116.39","116.29","118.30","115.42","34.25M","0.05%"
"10/19/2021","116.33","116.16","117.17","114.47","39.59M","-0.09%"
"10/18/2021","116.43","111.90","116.88","111.37","47.54M","3.84%"
"10/15/2021","112.12","112.50","112.83","111.11","34.20M","0.12%"
"10/14/2021","111.99","110.50","112.22","109.63","46.90M","2.59%"
"10/13/2021","109.16","106.28","109.88","106.25","55.63M","3.92%"
"10/12/2021","105.04","105.17","106.04","104.34","34.04M","0.34%"
"10/11/2021","104.68","104.62","107.20","104.02","31.28M","-0.36%"
"10/08/2021","105.06","106.55","107.28","104.89","30.62M","-1.31%"
"10/07/2021","106.45","104.60","107.95","104.46","41.54M","2.71%"
"10/06/2021","103.64","100.44","103.72","100.35","39.07M","1.80%"
"10/05/2021","101.81","100.92","102.87","100.61","31.46M","1.47%"
"10/04/2021","100.34","101.74","101.85","99.82","41.97M","-2.06%"
"10/01/2021","102.45","102.60","103.00","100.64","41.49M","-0.44%"
"09/30/2021","102.90","102.08","104.44","101.99","57.64M","2.54%"
"09/29/2021","100.35","102.29","102.66","99.81","52.23M","-1.15%"
"09/28/2021","101.52","106.83","107.65","101.42","74.47M","-6.14%"
"09/27/2021","108.16","105.07","108.44","103.44","51.94M","2.23%"
"09/24/2021","105.80","105.18","106.05","104.68","26.48M","-0.33%"
"09/23/2021","106.15","104.89","106.86","103.89","32.82M","1.70%"
"09/22/2021","104.38","102.82","104.56","102.21","34.13M","1.52%"
"09/21/2021","102.82","102.15","103.43","101.18","35.48M","1.25%"
"09/20/2021","101.55","101.58","102.51","99.51","45.23M","-2.24%"
"09/17/2021","103.88","105.56","105.98","103.71","44.53M","-2.20%"
"09/16/2021","106.22","104.92","106.75","103.76","38.15M","0.59%"
"09/15/2021","105.60","106.00","106.32","104.03","38.00M","-0.12%"
"09/14/2021","105.73","105.52","106.82","104.42","40.63M","0.89%"
"09/13/2021","104.80","105.26","105.28","102.63","37.77M","-0.38%"
"09/10/2021","105.20","106.99","106.99","104.98","32.60M","-0.89%"
"09/09/2021","106.15","106.56","107.30","105.84","31.86M","-0.02%"
"09/08/2021","106.17","108.88","109.30","105.52","43.07M","-2.73%"
"09/07/2021","109.15","109.96","110.58","108.66","28.82M","-0.70%"
"09/03/2021","109.92","108.85","111.17","108.50","42.62M","0.66%"
"09/02/2021","109.20","110.32","110.88","108.77","40.11M","-0.72%"
"09/01/2021","109.99","111.30","111.85","109.85","38.58M","-0.66%"
"08/31/2021","110.72","111.26","111.26","109.03","49.34M","-0.54%"
"08/30/2021","111.32","112.61","114.49","111.26","56.13M","-0.07%"
"08/27/2021","111.40","108.01","111.78","107.80","61.03M","3.85%"
"08/26/2021","107.27","108.57","109.23","106.84","51.44M","-0.95%"
"08/25/2021","108.30","108.13","109.91","107.45","45.49M","0.60%"
"08/24/2021","107.65","109.45","109.61","107.28","51.24M","-1.03%"
"08/23/2021","108.77","105.29","109.02","104.86","68.84M","3.94%"
"08/20/2021","104.65","104.32","105.98","103.99","55.23M","0.92%"
"08/19/2021","103.70","103.32","106.18","101.97","71.12M","0.25%"
"08/18/2021","103.44","107.35","108.07","103.27","79.39M","-3.83%"
"08/17/2021","107.56","106.64","108.70","105.35","74.05M","0.07%"
"08/16/2021","107.48","110.20","111.58","105.86","73.40M","-2.78%"
"08/13/2021","110.55","107.17","111.71","106.57","100.14M","3.80%"
"08/12/2021","106.50","107.39","108.44","105.86","60.63M","-1.10%"
"08/11/2021","107.68","107.60","109.79","105.62","91.79M","1.13%"
"08/10/2021","106.48","107.89","109.17","104.36","113.01M","-1.02%"
"08/09/2021","107.58","111.31","112.33","107.06","115.75M","-2.30%"
"08/06/2021","110.11","110.55","116.26","109.70","143.90M","-1.99%"
"08/05/2021","112.35","116.63","117.68","111.59","137.86M","-5.41%"
"08/04/2021","118.77","114.36","122.49","114.16","225.37M","5.52%"
"08/03/2021","112.56","108.15","114.85","107.66","157.72M","3.62%"
"08/02/2021","108.63","105.93","110.33","103.83","115.58M","2.30%"
"07/30/2021","106.19","101.60","106.97","101.38","125.63M","3.15%"
"07/29/2021","102.95","96.58","105.74","96.58","164.09M","5.13%"
"07/28/2021","97.93","93.44","98.71","89.65","140.56M","7.58%"
"07/27/2021","91.03","92.94","94.10","89.10","69.43M","-0.86%"
"07/26/2021","91.82","92.01","92.75","91.12","27.67M","-0.36%"
"07/23/2021","92.15","91.35","92.37","90.19","31.71M","1.03%"
"07/22/2021","91.21","89.40","91.36","89.08","33.73M","2.01%"
"07/21/2021","89.41","87.25","89.49","86.90","29.47M","2.64%"
"07/20/2021","87.11","87.09","87.77","85.17","28.09M","0.61%"
"07/19/2021","86.58","84.99","87.23","84.24","39.25M","0.80%"
"07/16/2021","85.89","87.32","88.03","85.68","35.86M","-1.20%"
"07/15/2021","86.93","89.78","89.78","86.18","38.95M","-2.38%"
"07/14/2021","89.05","90.76","91.39","88.94","28.11M","-1.34%"
"07/13/2021","90.26","90.48","91.41","89.83","30.37M","-0.61%"
"07/12/2021","90.81","91.22","91.90","89.65","28.53M","-0.10%"
"07/09/2021","90.90","90.04","91.26","88.53","35.28M","1.29%"
"07/08/2021","89.74","87.86","90.34","87.45","45.67M","-0.88%"
"07/07/2021","90.54","95.02","95.44","90.31","51.50M","-4.16%"
"07/06/2021","94.47","94.88","95.41","93.32","44.93M","-0.24%"
"07/02/2021","94.70","93.28","95.27","92.21","51.34M","1.49%"
"07/01/2021","93.31","94.04","94.18","91.70","58.06M","-0.66%"
"06/30/2021","93.93","90.82","94.33","90.60","70.72M","4.93%"
"06/29/2021","89.52","87.41","90.30","86.66","46.18M","2.80%"
"06/28/2021","87.08","86.38","88.00","86.15","30.26M","1.71%"
"06/25/2021","85.62","86.34","86.36","85.10","27.81M","-0.56%"
"06/24/2021","86.10","84.39","87.14","84.36","42.22M","2.72%"
"06/23/2021","83.82","83.83","84.49","83.16","25.99M","0.29%"
"06/22/2021","83.58","82.90","84.04","82.48","32.11M","1.20%"
"06/21/2021","82.59","83.49","84.19","82.21","44.42M","-2.43%"
"06/18/2021","84.65","84.28","85.77","83.48","58.74M","0.11%"
"06/17/2021","84.56","80.77","85.37","80.57","77.82M","5.55%"
"06/16/2021","80.11","80.75","81.45","78.96","29.60M","-0.45%"
"06/15/2021","80.47","81.59","81.68","80.22","26.19M","-1.32%"
"06/14/2021","81.55","81.51","81.55","80.20","27.83M","0.30%"
"06/11/2021","81.31","81.61","82.33","80.70","24.31M","-0.31%"
"06/10/2021","81.56","80.02","81.71","79.70","28.61M","2.00%"
"06/09/2021","79.96","81.09","81.68","79.80","28.46M","-1.15%"
"06/08/2021","80.89","81.87","82.64","80.45","26.96M","-0.57%"
"06/07/2021","81.35","81.40","81.68","80.38","29.01M","-0.28%"
"06/04/2021","81.58","80.92","82.19","80.81","26.39M","1.62%"
"06/03/2021","80.28","81.13","81.89","80.26","29.81M","-2.06%"
"06/02/2021","81.97","81.00","82.60","80.66","35.20M","1.44%"
"06/01/2021","80.81","81.01","82.91","80.66","43.43M","0.91%"
"05/28/2021","80.08","78.66","81.09","78.66","40.95M","2.12%"
"05/27/2021","78.42","78.11","78.43","77.47","35.88M","0.10%"
"05/26/2021","78.34","77.83","78.59","77.59","30.35M","0.62%"
"05/25/2021","77.86","77.33","78.77","76.84","47.35M","0.54%"
"05/24/2021","77.44","77.26","78.01","76.80","33.19M","0.35%"
"05/21/2021","77.17","78.55","78.81","77.04","40.20M","-1.14%"
"05/20/2021","78.06","76.81","78.27","76.25","49.14M","2.40%"
"05/19/2021","76.23","73.16","76.97","72.76","73.97M","2.40%"
"05/18/2021","74.44","74.74","75.77","74.24","31.98M","-0.28%"
"05/17/2021","74.65","74.21","75.52","73.41","40.78M","0.08%"
"05/14/2021","74.59","74.02","75.03","72.72","38.36M","2.05%"
"05/13/2021","73.09","75.21","75.70","72.50","48.65M","-2.08%"
"05/12/2021","74.64","75.09","76.13","74.16","42.53M","-2.85%"
"05/11/2021","76.83","73.57","76.93","72.75","51.01M","1.11%"
"05/10/2021","75.99","78.20","78.30","75.92","45.13M","-3.58%"
"05/07/2021","78.81","78.75","79.57","78.22","36.95M","1.18%"
"05/06/2021","77.89","77.63","78.06","76.47","38.66M","0.08%"
"05/05/2021","77.83","79.05","79.30","77.36","42.31M","-0.99%"
"05/04/2021","78.61","77.95","78.67","77.04","59.19M","0.08%"
"05/03/2021","78.55","81.97","82.00","78.46","66.32M","-3.76%"
"04/30/2021","81.62","82.97","84.10","81.42","46.60M","-2.73%"
"04/29/2021","83.91","84.70","85.27","82.63","51.30M","-0.13%"
"04/28/2021","84.02","88.85","89.20","83.92","108.92M","-1.40%"
"04/27/2021","85.21","85.67","87.15","85.13","61.91M","-0.23%"
"04/26/2021","85.41","83.35","85.90","82.70","57.60M","3.20%"
"04/23/2021","82.76","80.21","83.30","79.96","49.27M","4.68%"
"04/22/2021","79.06","81.61","81.79","78.59","38.85M","-3.12%"
"04/21/2021","81.61","78.99","81.66","78.86","35.07M","2.95%"
"04/20/2021","79.27","80.82","81.11","78.51","34.98M","-2.27%"
"04/19/2021","81.11","82.13","83.18","80.39","39.12M","-1.27%"
"04/16/2021","82.15","83.30","83.59","81.53","47.28M","-1.04%"
"04/15/2021","83.01","80.32","83.95","79.97","68.94M","5.68%"
"04/14/2021","78.55","79.88","80.13","77.93","34.26M","-2.05%"
"04/13/2021","80.19","79.67","80.72","78.98","37.77M","2.05%"
"04/12/2021","78.58","82.06","82.18","78.03","62.10M","-5.05%"
"04/09/2021","82.76","82.80","83.59","82.16","32.76M","-0.71%"
"04/08/2021","83.35","83.32","83.79","82.43","41.93M","1.40%"
"04/07/2021","82.20","81.32","83.10","80.35","35.59M","0.93%"
"04/06/2021","81.44","81.21","82.46","80.88","29.33M","0.01%"
"04/05/2021","81.43","81.74","81.90","80.39","32.61M","0.42%"
"04/01/2021","81.09","80.15","81.31","79.48","40.18M","3.30%"
"03/31/2021","78.50","76.57","79.13","76.52","43.66M","3.29%"
"03/30/2021","76.00","76.47","76.56","74.85","39.17M","-1.48%"
"03/29/2021","77.14","77.03","78.02","76.26","37.14M","-0.35%"
"03/26/2021","77.41","76.62","77.50","75.03","49.15M","1.56%"
"03/25/2021","76.22","75.85","76.95","74.96","44.74M","-0.34%"
"03/24/2021","76.48","77.55","78.80","76.40","43.75M","-2.42%"
"03/23/2021","78.38","80.13","80.34","77.95","40.47M","-2.39%"
"03/22/2021","80.30","79.99","81.26","79.22","39.65M","1.57%"
"03/19/2021","79.06","78.49","79.34","77.59","42.28M","1.20%"
"03/18/2021","78.12","81.06","81.62","78.01","51.04M","-5.46%"
"03/17/2021","82.63","81.75","83.25","80.41","43.32M","-0.15%"
"03/16/2021","82.75","83.66","84.75","82.25","42.97M","0.30%"
"03/15/2021","82.50","81.91","83.39","81.20","39.37M","1.79%"
"03/12/2021","81.05","79.73","81.19","79.23","32.94M","-0.22%"
"03/11/2021","81.23","79.40","81.89","79.37","43.58M","4.79%"
"03/10/2021","77.52","79.75","80.04","77.41","45.42M","-1.29%"
"03/09/2021","78.53","76.73","79.21","75.77","45.09M","6.18%"
"03/08/2021","73.96","78.03","79.00","73.86","54.56M","-5.81%"
"03/05/2021","78.52","79.00","79.48","74.20","58.55M","0.99%"
"03/04/2021","77.75","80.23","81.81","76.78","60.55M","-3.85%"
"03/03/2021","80.86","84.28","84.38","80.85","43.54M","-3.89%"
"03/02/2021","84.13","86.92","86.95","84.04","34.83M","-2.62%"
"03/01/2021","86.39","85.36","86.50","83.97","32.75M","2.22%"
"02/26/2021","84.51","83.57","85.59","82.91","48.96M","2.54%"
"02/25/2021","82.42","86.17","87.09","81.92","54.63M","-5.20%"
"02/24/2021","86.94","84.33","87.09","82.81","40.82M","2.60%"
"02/23/2021","84.74","83.40","85.11","79.36","49.72M","-0.74%"
"02/22/2021","85.37","88.15","88.30","85.21","36.93M","-4.70%"
"02/19/2021","89.58","89.75","90.42","88.69","29.55M","1.06%"
"02/18/2021","88.64","89.09","89.60","87.31","35.63M","-1.45%"
"02/17/2021","89.94","90.56","90.96","88.57","32.28M","-1.66%"
"02/16/2021","91.46","93.90","94.00","90.75","35.11M","-2.46%"
"02/12/2021","93.77","92.75","94.22","91.90","38.54M","1.20%"
"02/11/2021","92.66","92.90","93.65","91.33","35.57M","0.34%"
"02/10/2021","92.35","91.50","93.27","90.46","42.44M","1.58%"
"02/09/2021","90.91","91.39","93.30","90.55","37.60M","-0.61%"
"02/08/2021","91.47","88.31","91.99","87.98","47.64M","4.06%"
"02/05/2021","87.90","88.15","88.36","86.88","30.27M","0.07%"
"02/04/2021","87.84","88.22","88.60","87.06","30.79M","-0.06%"
"02/03/2021","87.89","88.60","89.48","87.34","32.31M","-1.09%"
"02/02/2021","88.86","88.49","89.28","86.95","33.85M","1.37%"
"02/01/2021","87.66","86.83","87.95","84.66","42.36M","2.36%"
"01/29/2021","85.64","87.56","88.33","85.02","56.74M","-2.15%"
"01/28/2021","87.52","89.83","89.88","87.30","47.05M","-1.49%"
"01/27/2021","88.84","91.10","91.88","86.22","73.34M","-6.20%"
"01/26/2021","94.71","94.91","95.72","93.63","59.45M","0.62%"
"01/25/2021","94.13","94.14","95.74","91.40","55.09M","1.44%"
"01/22/2021","92.79","94.42","95.95","91.88","71.30M","1.38%"
"01/21/2021","91.53","89.34","92.07","88.43","54.60M","3.13%"
"01/20/2021","88.75","90.55","90.78","88.60","35.19M","-0.78%"
"01/19/2021","89.45","89.56","89.58","87.24","45.12M","1.41%"
"01/15/2021","88.21","90.75","91.59","87.86","49.34M","-2.84%"
"01/14/2021","90.79","91.77","92.36","90.45","53.41M","-1.08%"
"01/13/2021","91.78","93.01","93.89","90.84","60.71M","-3.75%"
"01/12/2021","95.36","97.86","98.97","94.07","67.67M","-1.95%"
"01/11/2021","97.25","94.03","99.23","93.76","48.67M","2.82%"
"01/08/2021","94.58","95.98","96.40","93.27","39.82M","-0.61%"
"01/07/2021","95.16","91.33","95.51","91.20","42.90M","5.35%"
"01/06/2021","90.33","91.62","92.28","89.46","51.91M","-2.63%"
"01/05/2021","92.77","92.10","93.21","91.41","34.21M","0.51%"
"01/04/2021","92.30","92.11","96.06","90.92","51.80M","0.64%"
"12/31/2020","91.71","92.10","92.30","90.87","24.93M","-0.63%"
